team_id,season,affiliate_league,affiliate,league,team_name,classification,category,location_id,city,state,country,lat,long
2016_PacificCoast_Nashville,2017,American,OAK,Pacific Coast,Nashville,AAA,MiLB,Nashville_TN_US,Nashville,TN,US,36.16223,-86.774353
2016_Midwest_WestMichigan,17,AL,Detroit  Tigers,Midwest,West Michigan,Single A,Minor League,ComstockPark_MI_US,Comstock Park,Michigan,USA,39.78373,-100.445882
2016_Midwest_GreatLakes,17,NL,Los Angeles Dodgers,Midwest,Great Lakes,Single A,Minor League,Midland_MI_US,Midland,Michigan,USA,35.227366,-80.500622
2016_Eastern_NewHampshire,2017,American,TOR,Eastern,New Hampshire,AA,MiLB,Manchester_NH_US,Manchester,NH,US,42.99564,-71.454789
2016_PacificCoast_NewOrleans,2017,National,MIA,Pacific Coast,New Orleans,AAA,MiLB,NewOrleans_LA_US,New Orleans,LA,US,29.949932,-90.070116
2016_International_Norfolk,2017,American,BAL,International,Norfolk,AAA,MiLB,Norfolk_VA_US,Norfolk,VA,US,36.846288,-76.292925
2016_Midwest_Beloit,17,AL,Oakland Athletics,Midwest,Beloit,Single A,Minor League,Beloit_MI_US,Beloit,Michigan,USA,39.458684,-98.108282
2016_Pioneer_Ogden,2017,National,LAD,Pioneer,Ogden,Rk,MiLB,Ogden_UT_US,Ogden,UT,US,41.223005,-111.973843
2016_Pioneer_GreatFalls,17,AL,Chicago White Sox,Pioneer,Great Falls,Rookie,Minor League,GreatFalls_MT_US,Great Falls,Montana,USA,47.504885,-111.291891
2016_PacificCoast_Omaha,2017,American,KC,Pacific Coast,Omaha,AAA,MiLB,Omaha_NE_US,Omaha,NE,US,41.258732,-95.937873
2016_Pioneer_Orem,2017,American,LAA,Pioneer,Orem,Rk,MiLB,Orem_UT_US,Orem,UT,US,40.297519,-111.694468
2016_DominicanSummer_Orioles,2017,American,BAL,Dominican Summer,Orioles,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_GulfCoast_Orioles,2017,American,BAL,Gulf Coast,Orioles,Rk,MiLB,FL_US, ,FL,US,27.756767,-81.463983
2016_DominicanSummer_Padres,2017,National,SD,Dominican Summer,Padres,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_Arizona_Padres1,2017,National,SD,Arizona,Padres 1,Rk,MiLB,AZ_US, ,AZ,US,34.395342,-111.763275
2016_Arizona_Padres2,2017,National,SD,Arizona,Padres 2,Rk,MiLB,AZ_US, ,AZ,US,34.395342,-111.763275
2016_FloridaState_PalmBeach,2017,National,STL,Florida State,Palm Beach,A+,MiLB,PalmBeach_FL_US,Palm Beach,FL,US,26.705565,-80.03647
2016_International_Charlotte,17,AL,Chicago White Sox,International,Charlotte,Triple A,Minor League,Charlotte_NC_US,Charlotte,North Carolina,USA,35.227087,-80.843127
2016_Southern_Pensacola,2017,National,CIN,Southern,Pensacola,AA,MiLB,Pensacola_FL_US,Pensacola,FL,US,30.421309,-87.216915
2016_Midwest_Peoria,2017,National,STL,Midwest,Peoria,A,MiLB,Peoria_IL_US,Peoria,IL,US,40.693861,-89.589101
2016_GulfCoast_Phillies,2017,National,PHI,Gulf Coast,Phillies,Rk,MiLB,FL_US, ,FL,US,27.756767,-81.463983
2016_DominicanSummer_PhilliesRed,2017,National,PHI,Dominican Summer,Phillies Red,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_Carolina_Winston-Salem,17,AL,Chicago White Sox,Carolina,Winston-Salem,High A,Minor League,Winston-Salem_NC_US,Winston-Salem,North Carolina,USA,36.099817,-80.244144
2016_Appalachian_Burlington,17,AL,Kansas City Royals,Appalachian,Burlington,Rookie,Minor League,Burlington_NC_US,Burlington,North Carolina,USA,36.095692,-79.437799
2016_Carolina_Wilmington,17,AL,Kansas City Royals,Carolina,Wilmington,High A,Minor League,Wilmington_NC_US,Wilmington,North Carolina,USA,34.225728,-77.944711
2016_Carolina_DownEast,17,AL,Texas Rangers,Carolina,Down East,High A,Minor League,Kinston_NC_US,Kinston,North Carolina,USA,35.262664,-77.581635
2016_Eastern_Trenton,17,AL,New York Yankees,Eastern,Trenton,Double A,Minor League,Trenton_NJ_US,Trenton,New Jersey,USA,40.217058,-74.742946
2016_NewYork-Pennsylvania_Tri-City,17,AL,Houston Astros,New York-Pennsylvania,Tri-City,Low A,Minor League,Troy_NY_US,Troy,New York,USA,42.728412,-73.691785
2016_Appalachian_Pulaski,2017,American,NYY,Appalachian,Pulaski,Rk,MiLB,Pulaski_VA_US,Pulaski,VA,US,37.047898,-80.779793
2016_NewYork-Pennsylvania_Batavia,17,NL,Miami Marlins,New York-Pennsylvania,Batavia,Low A,Minor League,Batavia_NY_US,Batavia,New York,USA,42.998014,-78.187551
2016_California_RanchoCucamonga,2017,National,LAD,California,Rancho Cucamonga,A+,MiLB,RanchoCucamonga_CA_US,Rancho Cucamonga,CA,US,34.103319,-117.575173
2016_Arizona_Rangers,2017,American,TEX,Arizona,Rangers,Rk,MiLB,AZ_US, ,AZ,US,34.395342,-111.763275
2016_DominicanSummer_Rangers1,2017,American,TEX,Dominican Summer,Rangers 1,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_DominicanSummer_Rangers2,2017,American,TEX,Dominican Summer,Rangers 2,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_GulfCoast_Rays,2017,American,TB,Gulf Coast,Rays,Rk,MiLB,FL_US, ,FL,US,27.756767,-81.463983
2016_DominicanSummer_Rays1,2017,American,TB,Dominican Summer,Rays 1,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_DominicanSummer_Rays2,2017,American,TB,Dominican Summer,Rays 2,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_Eastern_Reading,2017,National,PHI,Eastern,Reading,AA,MiLB,Reading_PA_US,Reading,PA,US,40.335345,-75.927949
2016_DominicanSummer_RedSox,2017,American,BOS,Dominican Summer,Red Sox,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_GulfCoast_RedSox,2017,American,BOS,Gulf Coast,Red Sox,Rk,MiLB,FL_US, ,FL,US,27.756767,-81.463983
2016_Arizona_Reds,2017,National,CIN,Arizona,Reds,Rk,MiLB,AZ_US, ,AZ,US,34.395342,-111.763275
2016_DominicanSummer_Reds,2017,National,CIN,Dominican Summer,Reds,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_PacificCoast_Reno,2017,National,ARI,Pacific Coast,Reno,AAA,MiLB,Reno_NV_US,Reno,NV,US,39.52927,-119.813674
2016_Eastern_Richmond,2017,National,SF,Eastern,Richmond,AA,MiLB,Richmond_VA_US,Richmond,VA,US,37.538509,-77.43428
2016_International_Rochester,17,AL,Minnesota Twins,International,Rochester,Triple A,Minor League,Rochester_NY_US,Rochester,New York,USA,43.157285,-77.615214
2016_DominicanSummer_Rockies,2017,National,COL,Dominican Summer,Rockies,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_DominicanSummer_Rojos,2017,National,CIN,Dominican Summer,Rojos,FRk,MiLB,DO, , ,DO,19.097403,-70.302803
2016_SouthAtlantic_Rome,2017,National,ATL,South Atlantic,Rome,A-,MiLB,Rome_GA_US,Rome,GA,US,34.257038,-85.164673
2016_PacificCoast_RoundRock,2017,American,TEX,Pacific Coast,Round Rock,AAA,MiLB,RoundRock_TX_US,Round Rock,TX,US,30.508235,-97.678893
2016_Arizona_Royals,2017,American,KC,Arizona,Royals,Rk,MiLB,AZ_US, ,AZ,US,34.395342,-111.763275
