id_person,dob,city,state,country,region,group,lat,long
238537,1995,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
256639,1995,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
259101,1995,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
267713,1995,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
271921,1995,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
272020,1995,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
257230,1996,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
259693,1996,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
261146,1996,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
267462,1996,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
267571,1996,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
269596,1996,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
291446,1996,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
292353,1996,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
267577,1997,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
289403,1997,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
290270,1997,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
292232,1997,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
293428,1997,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
292517,1998,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
293972,1998,Cotui,,DO,Caribbean,Latin America and the Caribbean,19.05824,-70.150834
239552,1995,Covington,WA,US,Northern America,Northern America,47.365779,-122.100222
268027,1997,Covington,LA,US,Northern America,Northern America,37.669035,-77.817217
267604,1996,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
269574,1996,Cristobal Rojas,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
268202,1996,Crystal River,FL,US,Northern America,Northern America,28.902479,-82.592601
253826,1995,Cua,Miranda,VE,South America,Latin America and the Caribbean,10.165368,-66.886512
290347,1997,Cuauhtemoc,Chihuahua,MX,Central America,Latin America and the Caribbean,28.407233,-106.865986
238045,1996,Culiacan,Sinaloa,MX,Central America,Latin America and the Caribbean,24.801573,-107.39363
238430,1996,Culiacan,Sinaloa,MX,Central America,Latin America and the Caribbean,24.801573,-107.39363
237584,1997,Culiacan,Sinaloa,MX,Central America,Latin America and the Caribbean,24.801573,-107.39363
259104,1996,Culiacan Rosales,Sinaloa,MX,Central America,Latin America and the Caribbean,25,-107.5
291384,1998,Culver City,CA,US,Northern America,Northern America,34.021122,-118.396466
223201,1995,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
223384,1995,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
224951,1995,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
226553,1995,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
253968,1996,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
256630,1996,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
266896,1996,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
289595,1996,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
267891,1997,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
268906,1997,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
290873,1997,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
289626,1998,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
290268,1998,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
289616,1999,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
293442,1999,Cumana,Sucre,VE,South America,Latin America and the Caribbean,10.464239,-64.172478
267481,1997,Cumaria,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
267615,1998,Cumaria,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
272216,1995,Cupira,Miranda,VE,South America,Latin America and the Caribbean,10.152883,-65.703293
237871,1996,Cupira,Miranda,VE,South America,Latin America and the Caribbean,10.152883,-65.703293
239192,1995,Cypress,CA,US,Northern America,Northern America,33.824824,-118.039937
238647,1995,Cypress,TX,US,Northern America,Northern America,29.969112,-95.697169
257428,1995,Cypress,TX,US,Northern America,Northern America,29.969112,-95.697169
238946,1995,Dacula,GA,US,Northern America,Northern America,33.988717,-83.897957
291413,1997,Dadeville,AL,US,Northern America,Northern America,32.831238,-85.763569
256923,1995,Dajabon,Dajabon,DO,Caribbean,Latin America and the Caribbean,19.550138,-71.703907
268909,1996,Dajabon,Dajabon,DO,Caribbean,Latin America and the Caribbean,19.550138,-71.703907
290249,1997,Dajabon,Dajabon,DO,Caribbean,Latin America and the Caribbean,19.550138,-71.703907
290350,1997,Dajabon,Dajabon,DO,Caribbean,Latin America and the Caribbean,19.550138,-71.703907
267460,1998,Dajabon,Dajabon,DO,Caribbean,Latin America and the Caribbean,19.550138,-71.703907
290800,1997,Dallas,TX,US,Northern America,Northern America,32.776272,-96.796856
267983,1996,Danbury,CT,US,Northern America,Northern America,41.394817,-73.454011
257419,1996,Danville,KY,US,Northern America,Northern America,37.645633,-84.77217
257905,1995,Daphne,AL,US,Northern America,Northern America,30.571851,-87.855586
237712,1995,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
238177,1995,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
238205,1995,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
238406,1995,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
240303,1995,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
238427,1996,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
238438,1996,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
239692,1996,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
256608,1996,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
267549,1996,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
267513,1997,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
293936,1998,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
289446,1999,David,Chiriqui,PA,Central America,Latin America and the Caribbean,8.429023,-82.429567
268721,1995,Daytona Beach,FL,US,Northern America,Northern America,29.210815,-81.022833
268105,1996,DeLand,FL,US,Northern America,Northern America,29.019515,-81.294142
254711,1995,Delano,MN,US,Northern America,Northern America,45.041907,-93.789133
268090,1996,Denver,CO,US,Northern America,Northern America,39.739154,-104.984703
257519,1996,Des Moines,IA,US,Northern America,Northern America,41.591064,-93.603715
268165,1996,Des Moines,IA,US,Northern America,Northern America,41.591064,-93.603715
269412,1996,Des Moines,IA,US,Northern America,Northern America,41.591064,-93.603715
291459,1996,Detroit,MI,US,Northern America,Northern America,42.348664,-83.056737
256297,1997,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
238102,1995,Distrito Girardot,Aragua,VE,South America,Latin America and the Caribbean,10,-67.166667
238508,1996,Distrito Girardot,Aragua,VE,South America,Latin America and the Caribbean,10,-67.166667
291439,1996,Distrito Girardot,Aragua,VE,South America,Latin America and the Caribbean,10,-67.166667
256684,1997,Distrito Marino,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
290327,1998,Distrito San Fernando,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
256317,1996,Distrito Simon Rodriguez,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
238284,1996,Distrito Zamora,Guatire,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
267432,1996,DistritoSucre,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
257598,1997,DistritoSucre,,VE,South America,Latin America and the Caribbean,8.001871,-66.110932
257574,1996,Dorado,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
239369,1995,Dorchester,ON,CA,Northern America,Northern America,42.988686,-81.058695
270052,1998,Dortmund,North Rhine-Westphalia,DE,Western Europe,Europe,51.514227,7.465279
260364,1995,Dover,NH,US,Northern America,Northern America,43.198057,-70.873916
259132,1997,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
267625,1997,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
255413,1995,Duluth,GA,US,Northern America,Northern America,34.002857,-84.144105
292097,1997,Dundas,ON,CA,Northern America,Northern America,43.263975,-79.95352
259137,1995,Durban,KwaZulu-Natal,ZA,Southern Africa,Africa,-29.861825,31.00991
292507,1998,Durban,KwaZulu-Natal,ZA,Southern Africa,Africa,-29.861825,31.00991
291388,1997,Durham,NC,US,Northern America,Northern America,35.994033,-78.898619
257217,1995,Duverge,,DO,Caribbean,Latin America and the Caribbean,18.378129,-71.521699
258204,1995,Eagan,MN,US,Northern America,Northern America,44.818173,-93.165918
267882,1997,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
269654,1995,Edmond,OK,US,Northern America,Northern America,35.657137,-97.464904
256641,1997,El  Tigrito,Anzoategui,VE,South America,Latin America and the Caribbean,9,-64.5
224686,1995,El Callao,Bolivar,VE,South America,Latin America and the Caribbean,7.34634,-61.825798
256299,1997,El Carmen,,VE,South America,Latin America and the Caribbean,6.221254,-67.094168
257231,1996,El Cercado,,DO,Caribbean,Latin America and the Caribbean,18.728288,-71.519422
292014,1995,El Cerrito,CA,US,Northern America,Northern America,37.915406,-122.301411
267525,1997,El Fuerte,Sinaloa,MX,Central America,Latin America and the Caribbean,26.419308,-108.620326
290316,1995,El Fundo,,DO,Caribbean,Latin America and the Caribbean,19.097403,-70.302803
292465,1995,El Limon,,DO,Caribbean,Latin America and the Caribbean,19.609251,-70.8153
256403,1996,El Llano,,VE,South America,Latin America and the Caribbean,8.102401,-72.026545
290338,1999,El Llano,,VE,South America,Latin America and the Caribbean,8.102401,-72.026545
268143,1996,El Mirage,AZ,US,Northern America,Northern America,33.613034,-112.324487
253902,1996,El Paraiso,,VE,South America,Latin America and the Caribbean,7.784027,-72.223264
292342,1999,El Paraiso,,VE,South America,Latin America and the Caribbean,7.784027,-72.223264
268008,1996,El Paso,TX,US,Northern America,Northern America,31.760037,-106.487287
256615,1997,El Sauce,Leon,NI,Central America,Latin America and the Caribbean,12.886215,-86.539932
257456,1995,El Seibo,El Seibo,DO,Caribbean,Latin America and the Caribbean,18.765273,-69.040839
290266,1996,El Seibo,El Seibo,DO,Caribbean,Latin America and the Caribbean,18.765273,-69.040839
289519,1997,El Seibo,El Seibo,DO,Caribbean,Latin America and the Caribbean,18.765273,-69.040839
289589,1997,El Seibo,El Seibo,DO,Caribbean,Latin America and the Caribbean,18.765273,-69.040839
293108,1997,El Seibo,El Seibo,DO,Caribbean,Latin America and the Caribbean,18.765273,-69.040839
256345,1995,El Tigre,Anzoategui,VE,South America,Latin America and the Caribbean,8.887242,-64.253035
238268,1996,El Tigre,Anzoategui,VE,South America,Latin America and the Caribbean,8.887242,-64.253035
260707,1996,El Tigre,Anzoategui,VE,South America,Latin America and the Caribbean,8.887242,-64.253035
267029,1996,El Tigre,Anzoategui,VE,South America,Latin America and the Caribbean,8.887242,-64.253035
256296,1997,El Tigre,Anzoategui,VE,South America,Latin America and the Caribbean,8.887242,-64.253035
256619,1997,El Tigre,Anzoategui,VE,South America,Latin America and the Caribbean,8.887242,-64.253035
289424,1998,El Tigre,Anzoategui,VE,South America,Latin America and the Caribbean,8.887242,-64.253035
238203,1996,El Vigia,Merida,VE,South America,Latin America and the Caribbean,8.611583,-71.659641
238204,1996,El Vigia,Merida,VE,South America,Latin America and the Caribbean,8.611583,-71.659641
289618,1999,El Vigia,Merida,VE,South America,Latin America and the Caribbean,8.611583,-71.659641
270089,1997,El Vinculo,,VE,South America,Latin America and the Caribbean,12.06862,-69.950066
238709,1995,Elk Grove,CA,US,Northern America,Northern America,38.408799,-121.371618
290783,1998,Elk Grove,CA,US,Northern America,Northern America,38.408799,-121.371618
290795,1998,Elk Grove,CA,US,Northern America,Northern America,38.408799,-121.371618
258995,1995,Elk Grove Village,IL,US,Northern America,Northern America,42.004124,-87.970646
238965,1995,Elmhurst,IL,US,Northern America,Northern America,41.899475,-87.940342
238989,1995,Elyria,OH,US,Northern America,Northern America,41.36838,-82.107649
290779,1998,Encinitas,CA,US,Northern America,Northern America,33.036987,-117.291982
256894,1995,Enriquillo,,DO,Caribbean,Latin America and the Caribbean,17.898887,-71.233843
256646,1996,Ensenada,Baja California,MX,Central America,Latin America and the Caribbean,31.860742,-116.624825
274845,1995,Ephrata,PA,US,Northern America,Northern America,40.179911,-76.178924
257136,1995,Escondido,CA,US,Northern America,Northern America,33.121675,-117.081485
240087,1996,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
256407,1997,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
267674,1997,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
272231,1997,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
290320,1997,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
293309,1997,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
267921,1998,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
293449,1998,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
289579,1999,Esperanza,,DO,Caribbean,Latin America and the Caribbean,18.49074,-69.832067
268099,1996,Evansville,IN,US,Northern America,Northern America,37.974765,-87.555848
292024,1998,Evansville,IN,US,Northern America,Northern America,37.974765,-87.555848
269452,1997,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
259076,1995,Fair Oaks,CA,US,Northern America,Northern America,39.378498,-123.341398
272198,1995,Fairfield,CA,US,Northern America,Northern America,38.249358,-122.039966
239515,1995,Fairport,NY,US,Northern America,Northern America,43.0993,-77.443014
293525,1998,Fajardo,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
257153,1995,Falls City,TX,US,Northern America,Northern America,28.982751,-98.017505
225136,1995,Fantino,,DO,Caribbean,Latin America and the Caribbean,19.123201,-70.298194
290254,1995,Fantino,,DO,Caribbean,Latin America and the Caribbean,19.123201,-70.298194
290877,1995,Fantino,,DO,Caribbean,Latin America and the Caribbean,19.123201,-70.298194
257457,1997,Fantino,,DO,Caribbean,Latin America and the Caribbean,19.123201,-70.298194
268211,1995,Farmington,NM,US,Northern America,Northern America,36.730429,-108.208919
291973,1995,Fayetteville,MO,US,Northern America,Northern America,38.881122,-93.756329
270976,1995,Fishers,IN,US,Northern America,Northern America,39.955593,-86.013873
238905,1995,Florence,KY,US,Northern America,Northern America,38.99895,-84.626611
238629,1995,Florence,SC,US,Northern America,Northern America,34.1987,-79.7677
289538,1997,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
239256,1995,Flushing,NY,US,Northern America,Northern America,40.76543,-73.817429
238664,1995,Fontana,CA,US,Northern America,Northern America,34.092234,-117.435048
257747,1996,Fontana,CA,US,Northern America,Northern America,34.092234,-117.435048
274796,1995,Fort Collins,CO,US,Northern America,Northern America,40.550853,-105.066808
291966,1998,Fort Collins,CO,US,Northern America,Northern America,40.550853,-105.066808
290273,1999,Fort Lauderdale,FL,US,Northern America,Northern America,26.122308,-80.143379
238668,1995,Fort Mill,SC,US,Northern America,Northern America,35.00737,-80.945076
291899,1998,Fort Myers,FL,US,Northern America,Northern America,26.640628,-81.872308
291935,1998,Fort Oglethorpe,GA,US,Northern America,Northern America,34.948965,-85.2569
238963,1995,Fort Polk,LA,US,Northern America,Northern America,31.046578,-93.20544
261122,1996,Fort Smith,AR,US,Northern America,Northern America,35.387222,-94.424898
267509,1998,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
267871,1998,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
268359,1998,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
271014,1998,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
289425,1998,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
292227,1998,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
289582,1999,Fort-de-France,Martinique,FR,Western Europe,Europe,14.603719,-61.076768
239514,1995,Fountain,CO,US,Northern America,Northern America,38.733958,-104.662209
257324,1995,Foxboro,MA,US,Northern America,Northern America,42.058432,-71.249497
257766,1995,Franklinville,NJ,US,Northern America,Northern America,39.618171,-75.075731
269570,1996,Frankston,,AU,Australia and New Zealand,Oceania,-38.144473,145.126881
256996,1995,Frederick,MD,US,Northern America,Northern America,39.414443,-77.410578
239559,1995,Freeport,NY,US,Northern America,Northern America,40.657602,-73.583183
267526,1996,Freeport,,BS,Caribbean,Latin America and the Caribbean,26.535681,-78.695362
292200,1997,Freeport,,BS,Caribbean,Latin America and the Caribbean,26.535681,-78.695362
270059,1998,Freeport,,BS,Caribbean,Latin America and the Caribbean,26.535681,-78.695362
291873,1998,Fresno,CA,US,Northern America,Northern America,36.72953,-119.708861
289619,1999,Willemstad,,CW,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
291930,1998,Frisco,TX,US,Northern America,Northern America,33.150674,-96.823612
240197,1996,Fujinomiya,,JP,Eastern Asia,Asia,35.240813,138.613055
257345,1996,Fullerton,CA,US,Northern America,Northern America,33.870822,-117.929416
257338,1995,Fuquay-Varina,NC,US,Northern America,Northern America,35.584429,-78.799982
257158,1995,Gainesville,GA,US,Northern America,Northern America,34.297879,-83.824066
226256,1995,Galvan,,DO,Caribbean,Latin America and the Caribbean,18.502313,-71.342112
268126,1997,Galveston,TX,US,Northern America,Northern America,29.299328,-94.794588
277053,1995,Garfield,NJ,US,Northern America,Northern America,40.881488,-74.113198
267409,1995,Gaspar Hernandez,,DO,Caribbean,Latin America and the Caribbean,19.629046,-70.280745
258853,1996,Gaspar Hernandez,,DO,Caribbean,Latin America and the Caribbean,19.629046,-70.280745
290165,1999,Gaspar Hernandez,,DO,Caribbean,Latin America and the Caribbean,19.629046,-70.280745
268151,1997,Gastonia,NC,US,Northern America,Northern America,35.262082,-81.1873
272220,1997,Wollongong,,AU,Australia and New Zealand,Oceania,-34.424394,150.89385
267541,1995,Antwerp,Antwerp,BE,Western Europe,Europe,51.22111,4.399708
258599,1995,Gibbsboro,NJ,US,Northern America,Northern America,39.83817,-74.964889
238698,1995,Gilbert,AZ,US,Northern America,Northern America,33.352826,-111.789024
268419,1997,Gilbert,AZ,US,Northern America,Northern America,33.352826,-111.789024
258325,1995,Glen Allen,VA,US,Northern America,Northern America,37.665978,-77.506374
239272,1995,Glen Cove,NY,US,Northern America,Northern America,40.862322,-73.633739
287681,1996,Glendale,AZ,US,Northern America,Northern America,33.558997,-112.404683
257882,1995,Glendora,CA,US,Northern America,Northern America,34.136119,-117.865339
258939,1995,Glendora,CA,US,Northern America,Northern America,34.136119,-117.865339
268163,1996,Glendora,CA,US,Northern America,Northern America,34.136119,-117.865339
268002,1997,Godfrey,IL,US,Northern America,Northern America,38.955603,-90.186776
270444,1995,Goldsboro,NC,US,Northern America,Northern America,35.384884,-77.992765
257785,1995,Goodlettsville,TN,US,Northern America,Northern America,36.323107,-86.71333
267449,1998,Granada,Granada,NI,Central America,Latin America and the Caribbean,11.93473,-85.958769
291390,1997,Granger,IN,US,Northern America,Northern America,41.752274,-86.1142
291880,1997,Granite Hills,CA,US,Northern America,Northern America,32.803107,-116.904748
268022,1997,Grants Pass,OR,US,Northern America,Northern America,42.439371,-123.327249
254978,1995,Grove City,OH,US,Northern America,Northern America,39.881452,-83.092964
237798,1995,Guacara,Carabobo,VE,South America,Latin America and the Caribbean,10.227613,-67.877556
238228,1995,Guacara,Carabobo,VE,South America,Latin America and the Caribbean,10.227613,-67.877556
253774,1996,Guacara,Carabobo,VE,South America,Latin America and the Caribbean,10.227613,-67.877556
258813,1996,Guacara,Carabobo,VE,South America,Latin America and the Caribbean,10.227613,-67.877556
270066,1996,Guacara,Carabobo,VE,South America,Latin America and the Caribbean,10.227613,-67.877556
290118,1996,Guacara,Carabobo,VE,South America,Latin America and the Caribbean,10.227613,-67.877556
291852,1999,Guacara,Carabobo,VE,South America,Latin America and the Caribbean,10.227613,-67.877556
291886,1995,Guadalajara,Jalisco,MX,Central America,Latin America and the Caribbean,20.676143,-103.346998
238243,1995,Guananico,,DO,Caribbean,Latin America and the Caribbean,19.724437,-70.922921
267939,1997,Guananico,,DO,Caribbean,Latin America and the Caribbean,19.724437,-70.922921
238318,1996,Guareguarito,Miranda,VE,South America,Latin America and the Caribbean,10.25,-66.416667
239819,1995,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
253780,1995,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
256328,1997,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
256415,1997,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
256613,1997,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
267039,1998,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
292527,1998,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
289483,1999,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
290267,1999,Guarenas,Miranda,VE,South America,Latin America and the Caribbean,10.475066,-66.599924
267437,1997,Guarico,,VE,South America,Latin America and the Caribbean,9.034532,-67.387349
256381,1997,Guasave,Sinaloa,MX,Central America,Latin America and the Caribbean,25.574127,-108.467107
238485,1995,Guasavito,Sinaloa,MX,Central America,Latin America and the Caribbean,25.856629,-108.474533
289590,1998,Guasipati,Bolivar,VE,South America,Latin America and the Caribbean,7.48264,-61.902174
258126,1995,Guatemala,Guatemala,GT,Southern Europe,Latin America and the Caribbean,14.641789,-90.513224
256357,1995,Guatemala City,,GT,Southern Europe,Latin America and the Caribbean,14.641789,-90.513224
239776,1996,Guatire,Miranda,VE,South America,Latin America and the Caribbean,10.472618,-66.537997
253830,1996,Guatire,Miranda,VE,South America,Latin America and the Caribbean,10.472618,-66.537997
253941,1996,Guatire,Miranda,VE,South America,Latin America and the Caribbean,10.472618,-66.537997
290852,1997,Guatire,Miranda,VE,South America,Latin America and the Caribbean,10.472618,-66.537997
267675,1998,Guatire,Miranda,VE,South America,Latin America and the Caribbean,10.472618,-66.537997
289629,1998,Guatire,Miranda,VE,South America,Latin America and the Caribbean,10.472618,-66.537997
289510,1998,Guayacanal,,DO,Caribbean,Latin America and the Caribbean,18.396001,-70.780994
257413,1995,Guayama,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
292121,1996,Guayama,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
238327,1995,Guaymas,Sonora,MX,Central America,Latin America and the Caribbean,27.921644,-110.899406
238301,1995,Guaymate,,DO,Caribbean,Latin America and the Caribbean,18.589771,-68.980129
256352,1995,Guaymate,,DO,Caribbean,Latin America and the Caribbean,18.589771,-68.980129
256634,1996,Guaymate,,DO,Caribbean,Latin America and the Caribbean,18.589771,-68.980129
259691,1997,Guaymate,,DO,Caribbean,Latin America and the Caribbean,18.589771,-68.980129
289573,1998,Guaymate,,DO,Caribbean,Latin America and the Caribbean,18.589771,-68.980129
238852,1995,Guaynabo,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
258152,1995,Guaynabo,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
292053,1998,Guaynabo,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
238547,1995,Guayubin,Monte Cristi,DO,Caribbean,Latin America and the Caribbean,19.670003,-71.397369
239918,1995,Guayubin,Monte Cristi,DO,Caribbean,Latin America and the Caribbean,19.670003,-71.397369
256228,1995,Guayubin,Monte Cristi,DO,Caribbean,Latin America and the Caribbean,19.670003,-71.397369
293787,1997,Guayubin,Monte Cristi,DO,Caribbean,Latin America and the Caribbean,19.670003,-71.397369
289532,1998,Guayubin,Monte Cristi,DO,Caribbean,Latin America and the Caribbean,19.670003,-71.397369
268200,1997,Guelph,ON,CA,Northern America,Northern America,43.546176,-80.247059
240313,1995,Guigue,Carabobo,VE,South America,Latin America and the Caribbean,10.083961,-67.778804
256291,1995,Guigue,Carabobo,VE,South America,Latin America and the Caribbean,10.083961,-67.778804
267028,1998,Guigue,Carabobo,VE,South America,Latin America and the Caribbean,10.083961,-67.778804
291845,1998,Guigue,Carabobo,VE,South America,Latin America and the Caribbean,10.083961,-67.778804
290175,1995,Guiria,Sucre,VE,South America,Latin America and the Caribbean,10.574341,-62.299347
237671,1996,Guiria,Sucre,VE,South America,Latin America and the Caribbean,10.574341,-62.299347
269534,1997,Guiria,Sucre,VE,South America,Latin America and the Caribbean,10.574341,-62.299347
267047,1998,Guiria,Sucre,VE,South America,Latin America and the Caribbean,10.574341,-62.299347
257329,1996,Gulfport,MS,US,Northern America,Northern America,30.36742,-89.092815
291949,1997,Guyton,GA,US,Northern America,Northern America,32.336304,-81.391499
269458,1997,Haarlem,North Holland,NL,Western Europe,Europe,52.383706,4.64356
290801,1998,Hackensack,NJ,US,Northern America,Northern America,40.885933,-74.043474
268091,1996,West Memphis,Arkansas,US,Northern America,Northern America,35.14648,-90.184539
238454,1995,Haina,,DO,Caribbean,Latin America and the Caribbean,19.484914,-70.595962
239003,1995,Hamacao,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
239271,1995,Hamacao,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
257724,1995,Hamacao,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
257622,1996,Hamacao,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
268140,1996,Hamacao,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
268190,1996,Hamacao,,PR,Caribbean,Latin America and the Caribbean,39.78373,-100.445882
257159,1995,Hammonton,NJ,US,Northern America,Northern America,39.636506,-74.802385
257284,1995,Hanover,PA,US,Northern America,Northern America,39.806325,-76.984273
257362,1996,Hartford,CT,US,Northern America,Northern America,41.763494,-72.683052
257466,1995,Harvey,IL,US,Northern America,Northern America,41.610034,-87.646713
228898,1995,Hato Mayor,,DO,Caribbean,Latin America and the Caribbean,19.428304,-70.667391
240329,1995,Hato Mayor,,DO,Caribbean,Latin America and the Caribbean,19.428304,-70.667391
256628,1995,Hato Mayor,,DO,Caribbean,Latin America and the Caribbean,19.428304,-70.667391
269604,1995,Hato Mayor,,DO,Caribbean,Latin America and the Caribbean,19.428304,-70.667391
272228,1995,Hato Mayor,,DO,Caribbean,Latin America and the Caribbean,19.428304,-70.667391
256616,1996,Hato Mayor,,DO,Caribbean,Latin America and the Caribbean,19.428304,-70.667391
268542,1996,Hato Mayor,,DO,Caribbean,Latin America and the Caribbean,19.428304,-70.667391
267364,1997,Hato Mayor,,DO,Caribbean,Latin America and the Caribbean,19.428304,-70.667391
